,1
GENE_2510,0.05839406424924356
GENE_155,0.05812285280323776
GENE_1238,0.057868157705820565
GENE_565,0.05786630864260429
GENE_2577,0.05758416564123937
GENE_2450,0.05758373661923161
GENE_2137,0.057581210266121445
GENE_1775,0.05735136493584536
GENE_2474,0.057326026052508056
GENE_2483,0.057209260190410546
GENE_2723,0.05700743869704555
GENE_1284,0.056926504675392425
GENE_1899,0.056863256498188436
GENE_1060,0.056793107170963295
GENE_2504,0.056774516191188874
GENE_1661,0.056774471704976404
GENE_2287,0.05677337946929934
GENE_846,0.056674740594494816
GENE_248,0.056521995310279335
GENE_1957,0.056445526886651096
GENE_1511,0.056359780946300925
GENE_2807,0.05627716974004204
GENE_75,0.056266633328793864
GENE_1860,0.056256222655333886
GENE_2782,0.05609992640601312
GENE_1771,0.056078147925737405
GENE_922,0.0560691920638141
GENE_1964,0.05598626130693798
GENE_749,0.055967786048242055
GENE_2158,0.0559416538991639
GENE_2211,0.05580068534568155
GENE_559,0.05579139820958601
GENE_2742,0.055736703129802015
GENE_1896,0.05567920884136542
GENE_629,0.05566091031025967
GENE_1664,0.05559220308203096
GENE_803,0.05542806664432055
GENE_100,0.05534109772790374
GENE_2142,0.05517534004204416
GENE_1094,0.05514916386850216
GENE_30,0.05487504921548135
GENE_2693,0.054701685203208686
GENE_2034,0.05461317049278086
GENE_1227,0.05449807993046168
GENE_2006,0.05448544129216984
GENE_2671,0.054475319298766464
GENE_988,0.0542821647662103
GENE_1855,0.05419211191050808
GENE_203,0.054186785467430276
GENE_2285,0.05413856156207688
GENE_149,0.05410477136178947
GENE_2337,0.05406441219400728
GENE_1481,0.05402726868694349
GENE_2853,0.05401905891015915
GENE_1483,0.053828832031346405
GENE_2362,0.053809496006259616
GENE_1367,0.05360900368932082
GENE_1087,0.05353967232510344
GENE_29,0.05339331338636093
GENE_2360,0.05336034188998241
GENE_2636,0.05331674931501464
GENE_2851,0.05313968876398117
GENE_1867,0.05298076952131481
GENE_571,0.05276991726941963
GENE_2908,0.05276147641356389
GENE_1348,0.0526117251506101
GENE_2403,0.052472573576150774
GENE_70,0.05240647159162552
GENE_268,0.052382858186113754
GENE_387,0.052346999670123136
GENE_1456,0.05205004887076357
GENE_1446,0.05194257272983847
GENE_1369,0.05190272106200959
GENE_2699,0.05188021399481438
GENE_1769,0.05184115254598422
GENE_16,0.051638171959441925
GENE_1925,0.05155049900345378
GENE_2981,0.051437887873244444
GENE_288,0.05103144122648552
GENE_421,0.05095539320256624
GENE_757,0.05077197077888284
GENE_2292,0.050601887675083335
GENE_2819,0.0503731299893399
GENE_1522,0.05026160147323469
GENE_2252,0.050156230225546265
GENE_1471,0.05013257998328137
GENE_867,0.0500494733279917
GENE_1229,0.05000400649551226
GENE_906,0.04997694844084649
GENE_1743,0.0499459768754516
GENE_1551,0.04979703116532624
GENE_1702,0.04969326898596973
GENE_1646,0.049663083426659184
GENE_2734,0.04964929903323508
GENE_1501,0.0495936182598807
GENE_1211,0.04954869860092313
GENE_1276,0.049537368612043484
GENE_127,0.04950567857432104
GENE_2441,0.049447692786935865
GENE_2691,0.049412704251028006
GENE_2973,0.049408831817036425
GENE_2390,0.04937226906176366
GENE_1555,0.049359084910543125
GENE_2351,0.04935152541513346
GENE_1571,0.04923692577756198
GENE_2339,0.04914241773478914
GENE_524,0.04911905017871514
GENE_2143,0.04902954905328705
GENE_2677,0.04895841308960247
GENE_2752,0.0489330472623666
GENE_1133,0.048790123453814595
GENE_1904,0.04860808352106045
GENE_32,0.04837884944290695
GENE_321,0.04833531921685873
GENE_771,0.04810977183915459
GENE_520,0.048048887340341635
GENE_1051,0.047889320932429646
GENE_404,0.04786021724352559
GENE_2044,0.04759166414559488
GENE_913,0.047487031055855056
GENE_2988,0.047476900483479245
GENE_2172,0.04736787058253521
GENE_692,0.0473658282402638
GENE_1125,0.04733825224304221
GENE_1409,0.04729739993882663
GENE_2516,0.047268072598770236
GENE_1962,0.04725045387283741
GENE_1543,0.04713088041317162
GENE_1866,0.04690947672827633
GENE_796,0.04688187098528565
GENE_1088,0.04686148289864109
GENE_2238,0.046828252756337535
GENE_2556,0.046801783186577336
GENE_1744,0.04680114936217038
GENE_2777,0.04679874478036781
GENE_986,0.046729916161403685
GENE_137,0.04666853183088072
GENE_2537,0.04666350028993041
GENE_2772,0.04661480678565079
GENE_254,0.046588682125896806
GENE_960,0.04658786390847519
GENE_2062,0.04656877464903856
GENE_193,0.04653603034727926
GENE_1365,0.04651592836787396
GENE_2688,0.04642127978177194
GENE_2487,0.04642071692236154
GENE_2907,0.046369173639559336
GENE_600,0.04624485089388446
GENE_2223,0.04622036196197659
GENE_364,0.04620274756293963
GENE_344,0.04619990167379366
GENE_671,0.046193861368131445
GENE_1863,0.046188989555908874
GENE_794,0.04611414994971583
GENE_2595,0.04607916739195929
GENE_2420,0.046000066140714474
GENE_530,0.045888790878790706
GENE_1072,0.04587777597735441
GENE_1745,0.045667964531422085
GENE_2145,0.045667917695347324
GENE_2206,0.04558110740104104
GENE_372,0.04539095470491824
GENE_2025,0.04536429121087255
GENE_814,0.045356966445339084
GENE_905,0.045353282528657446
GENE_246,0.045288459730350145
GENE_2720,0.04521130243035597
GENE_386,0.04517900318988613
GENE_1382,0.04515801290620795
GENE_2729,0.04514982478141055
GENE_2854,0.04514259148796313
GENE_2849,0.044890414564262945
GENE_33,0.04479650087375328
GENE_2304,0.044788505232495016
GENE_2834,0.044763670049929996
GENE_1165,0.04469057813682015
GENE_2733,0.044648032392851
GENE_597,0.04463928041710816
GENE_2551,0.04460801214793805
GENE_126,0.04460134453707561
GENE_1172,0.044473846966303014
GENE_2184,0.044441227294692465
GENE_263,0.04429846596696437
GENE_395,0.04427820085570103
GENE_2323,0.04422833886680357
GENE_685,0.0441778407052152
GENE_1703,0.044078267945359115
GENE_262,0.04399662243287642
GENE_1312,0.04382682495683398
GENE_844,0.043772413964111814
GENE_709,0.043722750664834616
GENE_2236,0.04364757957966097
GENE_2090,0.043598952336733963
GENE_1801,0.043522373714523506
GENE_1959,0.04351941842122454
GENE_813,0.04332013843971546
GENE_2657,0.04310868209869813
GENE_2301,0.04301765127537843
GENE_1218,0.0429943868557956
GENE_2297,0.04298698730122458
GENE_647,0.042937266978724985
GENE_1466,0.04293425782988623
GENE_51,0.042845811718992655
GENE_1220,0.042729411142064716
GENE_1219,0.04267667183643807
GENE_2088,0.04263061265271026
GENE_452,0.04254097357400379
GENE_1556,0.04249238149264955
GENE_2013,0.04234742239942331
GENE_1948,0.04223177838031057
GENE_766,0.042196954736285916
GENE_135,0.04219198031751881
GENE_540,0.04213826733553269
GENE_2165,0.04205361795436861
GENE_2998,0.04203808133897082
GENE_335,0.04203184157484809
GENE_1980,0.041986987346185216
GENE_1842,0.04192652572699149
GENE_1981,0.041811194463680326
GENE_22,0.04177340394030793
GENE_2944,0.04177335667177519
GENE_2581,0.04164693063325452
GENE_276,0.041591608541621305
GENE_2048,0.041546250451807626
GENE_2073,0.04147701736829178
GENE_1059,0.04138257175698455
GENE_2952,0.041374466475597005
GENE_908,0.041331713336779125
GENE_617,0.041291158345317984
GENE_2787,0.04125312099648923
GENE_610,0.04117168469214201
GENE_1070,0.041154310292252964
GENE_2225,0.04094015105211349
GENE_874,0.040932547902973376
GENE_317,0.040925824238724366
GENE_2132,0.04069255197013792
GENE_2891,0.04063431613511738
GENE_2694,0.04059388735224724
GENE_1969,0.04048283531139276
GENE_770,0.04047142912009578
GENE_882,0.0404167893497495
GENE_182,0.04029567641081932
GENE_2651,0.04018145746953087
GENE_255,0.04015681757240133
GENE_2620,0.04009003814120139
GENE_2412,0.0400679472695505
GENE_710,0.04001827482631291
GENE_2949,0.04000583680993603
GENE_2146,0.039998047782246575
GENE_1245,0.03993919871013631
GENE_2938,0.03993277227971237
GENE_311,0.0399146439131326
GENE_500,0.03983733005408079
GENE_2213,0.0398021633386729
GENE_2380,0.03973717588167035
GENE_679,0.03965997797365136
GENE_2753,0.03961864762358831
GENE_2971,0.039557103039268376
GENE_1496,0.03947741510010372
GENE_820,0.03946901641516498
GENE_2615,0.03940404481465999
GENE_1912,0.03939261361950693
GENE_2065,0.03936560920318026
GENE_2548,0.039357392180155354
GENE_1322,0.03932230842398279
GENE_678,0.0392480800212806
GENE_402,0.039247310850974146
GENE_901,0.039229149429188745
GENE_622,0.039197927918697986
GENE_2706,0.03900524875004184
GENE_1113,0.03899677514942794
GENE_491,0.03882142859865269
GENE_2575,0.03880366579087617
GENE_817,0.03878837910736246
GENE_1542,0.03859556479278814
GENE_1492,0.03858228342777879
GENE_2838,0.038574215571100245
GENE_146,0.038571337087134866
GENE_1558,0.03852412443544189
GENE_2503,0.03833216475214669
GENE_1360,0.03831617272234248
GENE_26,0.03825129086415187
GENE_2290,0.038248217826410774
GENE_1075,0.038240904138146556
GENE_169,0.03820881593446865
GENE_1045,0.03814688504885867
GENE_3,0.03812326866291147
GENE_1791,0.0380793984911682
GENE_2607,0.03804015018253081
GENE_987,0.03802469601952418
GENE_2714,0.037967073578452755
GENE_2147,0.03789890114336295
GENE_928,0.03789390413806658
GENE_1547,0.03788550960640704
GENE_1658,0.03783013613598295
GENE_1136,0.03781256420382548
GENE_136,0.037803711982567906
GENE_1561,0.03776983010907582
GENE_2893,0.03773964350455559
GENE_1939,0.03770700774500063
GENE_1311,0.037690765004361804
GENE_2377,0.03760827478971224
GENE_1007,0.03757111574506947
GENE_1178,0.03743279958261534
GENE_2583,0.037222194563772446
GENE_42,0.037119999320443624
GENE_962,0.037036418583857325
GENE_2243,0.03697190329233855
GENE_2790,0.03691946713302953
GENE_591,0.03689791533080959
GENE_2515,0.036861696082091104
GENE_275,0.03685436087916633
GENE_1505,0.03682024248070101
GENE_1759,0.03679952238959651
GENE_2475,0.036755904035538405
GENE_2701,0.03666473320811828
GENE_2703,0.036593438082329184
GENE_2996,0.036534197124852716
GENE_643,0.0363323314515954
GENE_408,0.03629601727052174
GENE_1306,0.03626472653018505
GENE_2122,0.03620822598471411
GENE_2554,0.03611571531643218
GENE_883,0.036095944057650806
GENE_2309,0.03607797313118782
GENE_1739,0.03607754507532496
GENE_232,0.03606876060905907
GENE_1316,0.03605892349344331
GENE_1707,0.03600512356410436
GENE_1685,0.036000152961077135
GENE_2101,0.03593518253577849
GENE_1806,0.0359218614788234
GENE_1018,0.035817336898381076
GENE_1134,0.03576297624071445
GENE_2842,0.0357190597901758
GENE_2806,0.03564459252061939
GENE_1894,0.03553297772112864
GENE_811,0.035495793040230345
GENE_1903,0.03544256827020167
GENE_1601,0.035436705634837
GENE_1190,0.035423757477923555
GENE_1787,0.03523503200286403
GENE_1767,0.035216226030262004
GENE_1910,0.03509125720806232
GENE_1074,0.03503444013927513
GENE_907,0.03496248086839645
GENE_1040,0.03493926832504003
GENE_2778,0.03483096847386946
GENE_1625,0.03481667317136093
GENE_2230,0.03477808648703822
GENE_1629,0.034772387301842296
GENE_358,0.03464413231634598
GENE_978,0.03461735067511289
GENE_551,0.034426177102420845
GENE_666,0.03438962502478545
GENE_471,0.03430749833877016
GENE_2036,0.03423346911297786
GENE_2746,0.034216521106778516
GENE_2009,0.034171135484103485
GENE_1029,0.03412997847735072
GENE_2226,0.03401292413443256
GENE_1602,0.034001890937444434
GENE_1755,0.03397037676334845
GENE_885,0.033965335639153625
GENE_1269,0.033945523468788874
GENE_2937,0.033931928735507794
GENE_1408,0.03390860008420375
GENE_2670,0.03388961898542264
GENE_1169,0.033710181468200796
GENE_2286,0.0337095859039368
GENE_712,0.03369700051449774
GENE_2549,0.03356856102912072
GENE_338,0.03353357707220448
GENE_2692,0.03350178371078153
GENE_2919,0.03346007539893059
GENE_1636,0.033435351866271716
GENE_2396,0.03310971222056481
GENE_1141,0.033099793455242
GENE_207,0.03292492331880565
GENE_809,0.03292204251150575
GENE_1776,0.03291208847850313
GENE_2739,0.03290333204299983
GENE_1459,0.0328673787323075
GENE_474,0.03275347923313383
GENE_1035,0.032715239056921044
GENE_2484,0.03269924464423528
GENE_327,0.032572118327563
GENE_1954,0.03252347740214017
GENE_792,0.032520238718984504
GENE_832,0.03247680648946035
GENE_1985,0.03237416672324339
GENE_2018,0.03231053049218226
GENE_2322,0.032072533421462227
GENE_2704,0.032038802640943664
GENE_427,0.031980075992525996
GENE_200,0.03197636957509049
GENE_48,0.031894474155848895
GENE_802,0.03179867495837575
GENE_984,0.03178475536206477
GENE_2313,0.03176178131557218
GENE_2091,0.03172743163936604
GENE_2298,0.03171501752625394
GENE_1765,0.031706549890731836
GENE_2195,0.03164000004342294
GENE_2541,0.031604625012061946
GENE_1898,0.031588890026921446
GENE_1296,0.03157896478290535
GENE_1426,0.03152957039203354
GENE_2751,0.03149299959089032
GENE_677,0.03148020849148554
GENE_2884,0.0313726546322981
GENE_2724,0.03136156904041283
GENE_2376,0.03129883601315461
GENE_2542,0.031291714578551386
GENE_251,0.031279321919116365
GENE_2569,0.031199000734275388
GENE_352,0.031174952366299073
GENE_674,0.031173693669003282
GENE_2820,0.03115175519569515
GENE_1109,0.03105915058417791
GENE_397,0.031023942942628724
GENE_1763,0.031003542322092778
GENE_1596,0.03099523723154276
GENE_206,0.030989155099786406
GENE_2622,0.03094916709573488
GENE_1610,0.030945685350674816
GENE_693,0.0309279291356504
GENE_19,0.030885078838044127
GENE_812,0.03077475943011077
GENE_1521,0.03058813038130914
GENE_2485,0.03056271343463988
GENE_623,0.030551904277177244
GENE_971,0.030547117708022417
GENE_2027,0.030536128217270996
GENE_1919,0.03053039257989351
GENE_740,0.030449980812748214
GENE_303,0.0303059459689492
GENE_2071,0.03030228212041752
GENE_2801,0.030257249260886424
GENE_2,0.030236116975375607
GENE_62,0.03017630965201476
GENE_1425,0.03005202694357409
GENE_2613,0.030047286035462206
GENE_944,0.02994619310512507
GENE_482,0.029945634031442
GENE_1328,0.029879280857829354
GENE_919,0.02986433951386247
GENE_2244,0.02985828485333534
GENE_216,0.029845256719557043
GENE_2061,0.029785528471933193
GENE_2827,0.02976191664226145
GENE_2846,0.029687896631750435
GENE_1176,0.02966462158962281
GENE_1458,0.029638078739053927
GENE_1618,0.029557179946973263
GENE_510,0.029497895239765988
GENE_1749,0.029493081231202707
GENE_1323,0.02945525971616543
GENE_2001,0.029427540920659974
GENE_279,0.029396279646478576
GENE_2265,0.029382545867411944
GENE_71,0.029243359733542893
GENE_2673,0.02922777830936515
GENE_1887,0.029223728501452283
GENE_2300,0.029211502456499942
GENE_2564,0.029116924447942893
GENE_401,0.02908220107692027
GENE_2261,0.0290700156705403
GENE_1963,0.029031500080675926
GENE_195,0.029005261725683504
GENE_1589,0.028994467526749154
GENE_1248,0.028957710272674655
GENE_2055,0.02892852628151978
GENE_1545,0.028914280751844205
GENE_1234,0.028911660093230013
GENE_948,0.028850136712070505
GENE_1179,0.02878534240903474
GENE_140,0.028753689603383897
GENE_2637,0.028716271300452983
GENE_320,0.02860530945875637
GENE_1592,0.028604618882674297
GENE_2683,0.028588795121228243
GENE_2755,0.02853175521391543
GENE_118,0.028530352294946902
GENE_2776,0.028447321729902553
GENE_393,0.028380041962574442
GENE_2051,0.028371717009490906
GENE_420,0.028369004927291667
GENE_2315,0.028350558805762194
GENE_2129,0.02833038461472285
GENE_961,0.028327709469451408
GENE_1015,0.028258135976022915
GENE_1420,0.02825750587012844
GENE_672,0.028182466529760676
GENE_473,0.028177530905891344
GENE_838,0.02814071849953642
GENE_1441,0.028138049965080826
GENE_2526,0.028071887775905073
GENE_2771,0.027911953314403264
GENE_179,0.027889681673001175
GENE_1548,0.027884697283744354
GENE_687,0.027874817190464928
GENE_2976,0.02783313583293934
GENE_626,0.027749309426543925
GENE_392,0.027699558562050246
GENE_1915,0.027649087299215815
GENE_1123,0.027635812864266876
GENE_211,0.02761665229566474
GENE_1984,0.027594093716941936
GENE_2355,0.02756680075240575
GENE_673,0.027551661114640733
GENE_172,0.027523530380923252
GENE_1999,0.027427915987522755
GENE_1616,0.027383934947577796
GENE_2623,0.02733616235181894
GENE_582,0.027233811424511395
GENE_1199,0.027206346270083743
GENE_2482,0.027190288353731717
GENE_1900,0.02706871536642827
GENE_1149,0.02698937474390105
GENE_2348,0.026985722514948955
GENE_768,0.02690578265973838
GENE_1175,0.026880290564781698
GENE_28,0.026877526273853446
GENE_2582,0.02680486396149185
GENE_2262,0.026785119227965122
GENE_1581,0.026771743719296692
GENE_1124,0.026766949214142535
GENE_148,0.026695174448259824
GENE_2047,0.026646936332734517
GENE_1267,0.026635144761843775
GENE_442,0.0266236168046341
